Area,Perimetro,Circularidad,Color_Std,Asimetria,Diagnostico_General,Tipo_Especifico
9019.0,540.0,0.38866974132683596,28.579316462688816,0.14623059866962307,0,Lentigo
11608.0,2166.0,0.031092121695122318,26.57597529352657,0.5599104143337066,0,Lentigo
15703.0,2196.0,0.040919264899022,18.72004215408995,0.19644676515537443,0,Lentigo
17446.0,2204.0,0.04513178928472529,24.264620902226184,0.852524789362068,0,Lentigo
23662.0,1443.0,0.14280014612900127,13.00196781738489,0.6505514938934202,0,Lentigo
2529.0,173.0,1.0618581069769903,28.738134110542035,0.29525691699604745,0,Queratosis_Seboreica
19221.0,816.0,0.36274841644229033,33.38421602556526,0.12053896576839039,0,Queratosis_Seboreica
6408.0,1240.0,0.052370774516658156,22.009900118466696,0.35543766578249336,0,Queratosis_Seboreica
9055.0,1514.0,0.04964169116123678,26.78439279744256,0.6911439929328622,0,Queratosis_Seboreica
19935.0,1565.0,0.10228157813073527,31.851514413373454,0.5861256019261637,0,Queratosis_Seboreica
22832.0,1457.0,0.13515580894686746,16.019895360313534,0.6959225682126746,0,Queratosis_Seboreica
27330.0,1614.0,0.13183855518029056,18.044118280606813,0.6012952325198493,0,Queratosis_Seboreica
25740.0,1709.0,0.11074758921416104,27.366430069610576,0.3857658987607319,0,Queratosis_Seboreica
26367.0,4364.0,0.017398071022137227,23.010969917747815,0.5097466626213593,0,Queratosis_Seboreica
12313.0,426.0,0.8526180948147661,27.201673069119764,0.07430566834497321,0,Queratosis_Seboreica
33914.0,2097.0,0.09691522735669504,21.071547079622427,0.544125018428424,0,Queratosis_Seboreica
7695.0,367.0,0.7179370392347841,30.295586808896868,0.30834199584199584,0,Queratosis_Seboreica
11897.0,823.0,0.2207230329707293,25.21001994932695,0.2950916120356362,0,Queratosis_Seboreica
16971.0,568.0,0.6610291723377354,21.383553698044967,0.19661795899127976,0,Queratosis_Seboreica
13862.0,876.0,0.22700088282178077,22.22261424144017,0.6409867993940705,0,Queratosis_Seboreica
26044.0,1837.0,0.09698380927471635,17.63570124494789,0.5891341908235745,0,Queratosis_Seboreica
20142.0,2126.0,0.055999730283402126,36.87664838824779,0.9771136374919327,0,Queratosis_Seboreica
65536.0,1020.0,0.7915702273958504,32.76427635083734,0.0,0,Queratosis_Seboreica
11867.0,1076.0,0.12880308460410328,19.642476958607123,0.8118469834850017,0,Queratosis_Seboreica
25704.0,899.0,0.39966046846203873,14.663906715921282,0.16658237696946118,0,Queratosis_Seboreica
21871.0,1508.0,0.12085811644115974,15.061982214731614,0.8575804681784931,0,Dermatofibroma
25316.0,3047.0,0.03426573426698137,14.905078745042278,0.8479677686929731,0,Dermatofibroma
30609.0,951.0,0.4253025351972409,26.556789431108374,0.9384188173799412,0,Dermatofibroma
25822.0,2538.0,0.050375167742509684,9.007109331782548,0.47554505673237035,0,Dermatofibroma
25401.0,1878.0,0.0905043602157988,18.942217880733903,0.5453507597826943,0,Dermatofibroma
23897.0,1293.0,0.17962062277833774,19.601190380457947,0.94129215833961,0,Dermatofibroma
31658.0,2134.0,0.0873583672985384,16.433414636596698,0.8901102372153258,0,Dermatofibroma
15623.0,1266.0,0.12249176300580585,20.921609870875645,0.6706989247311828,0,Dermatofibroma
17627.0,950.0,0.24543757874715694,27.123777958779385,0.08639664170637622,0,Dermatofibroma
32136.0,1484.0,0.1833723627330548,17.90944621752449,0.8339919718704297,0,Dermatofibroma
33787.0,3524.0,0.034189102192341,12.04940373640778,0.3771457322126199,0,Dermatofibroma
31499.0,1495.0,0.17710231786297673,9.650109907716047,0.8544444444444445,0,Dermatofibroma
32915.0,3077.0,0.043686648766761156,10.477506800128012,0.2564406367723903,0,Dermatofibroma
29179.0,1683.0,0.12945297515943974,16.62294519919599,0.5776216586703221,0,Dermatofibroma
20399.0,2008.0,0.06357572552477161,24.924456263345647,0.4749509803921569,0,Dermatofibroma
65536.0,1020.0,0.7915702273958504,37.792388207655165,0.0,0,Dermatofibroma
30609.0,951.0,0.4253025351972409,26.556789431108374,0.9384188173799412,0,Dermatofibroma
4548.0,543.0,0.19383431367956316,35.11493511594481,0.012750054957133435,0,Dermatofibroma
19393.0,1545.0,0.10209345328359251,29.65199309851395,0.8178302567804475,0,Dermatofibroma
17094.0,1690.0,0.07521079068725034,26.864457146045993,0.3923954372623574,0,Dermatofibroma
103.0,31.0,1.3468638639739798,26.379365627259315,0.375,0,Angioma
22624.0,1426.0,0.13981063399777618,20.545611561660618,0.8754033149171271,0,Angioma
18677.0,1776.0,0.0744099580887009,16.941415851307855,0.33210193810900523,0,Angioma
1794.0,149.0,1.0154528571758188,30.029258122979353,0.1860724233983287,0,Angioma
1941.0,201.0,0.6037307334588539,26.274004277515978,0.9541709577754892,0,Angioma
3907.0,370.0,0.35863265149964413,20.990600906094564,0.926560900716479,0,Angioma
22293.0,1326.0,0.15932771652795638,20.59042097577087,0.8734637122095631,0,Angioma
26888.0,998.0,0.3392401768254841,11.74425409317876,0.9994421510654915,0,Angioma
24554.0,1920.0,0.08370080947943118,13.607979129479942,0.9879047037263287,0,Angioma
19702.0,1357.0,0.1344498999668763,23.93724153108423,0.28381464751560675,0,Angioma
1943.0,206.0,0.5753713381020801,27.584080509443943,0.9552469135802469,0,Angioma
756.0,131.0,0.5535910602211721,18.608066167486886,0.9801849405548216,0,Angioma
33698.0,2623.0,0.06154849087316174,13.138963019685859,0.6719487225140212,0,Angioma
2875.0,265.0,0.5144651550912441,28.842364633296125,0.9961752433936022,0,Angioma
22620.0,3603.0,0.02189646162481126,12.364503097024075,0.9159630431899562,0,Angioma
32320.0,4807.0,0.017576523205167713,7.706491230708301,0.4873611583800006,0,Angioma
169.0,53.0,0.7560400974819154,24.69138479212829,0.5588235294117647,0,Angioma
169.0,53.0,0.7560400974819154,24.69138479212829,0.5588235294117647,0,Angioma
5143.0,315.0,0.6513362969982285,26.713981641990998,0.9998055987558321,0,Angioma
18508.0,1674.0,0.08299624566979112,16.870926316025923,0.33194662056296936,0,Angioma
